content,score
"BAGUS. Animasi belajarnya menarik, materinya cukup ringkas dan jelas, dan platform lokal yang satu ini mampu bersaing dengan platform pendidikan asing. #THANKS RG",5
Aplikasi yang sangat bagus karena aplikasi ini dapat mengulang pelajaran pada saat sekolah dan dapat dipelajari di home sehingga pelajaran itu selalu ingat,5
Wah bagus sih untuk belajar dan ini aplikasi belajar no.1 tapi tolong di tambahkan untuk SBDP (Seni Budaya Dan Pendidikan) yang untuk lagu lagu anak²,4
Ini pelajaran ya uwow banget sampai jadi aku sering belajar tematik matematika ruang gaji tapi kak ga ada live untuk sd kelas berapa gitu nanti bisa lihat penjelasan dari guru itu pls ka saya cuma kasih info buat diupdate lagi semangat kak😊😊😊😊,5
"aplikasi ini sangat membantu adik"" dirumah mksih ruang guru 😍❤️💓 dn nilai saya jadi semakin bagus , awalnya agak jelek tp setelah ikut RUANG GURU nilai saya semakin bagus mksih ruang guru 😊😁🤩🙏",5
"gudd lah pokoknya 😍🌝😆🌚👏 Ada teman belajar nya tapi tolong sesuaikan yang belajar 15 menit untuk teman belajar padahal aku udah belajar 20 menit lebi tapi disitu baru 9 menit ;""( tolong diperbaiki pliss✌️🙏",5
wwwwoooooooooowww keerreeeen aplikasi ruang guru sangat membantu sekali dalam tahap pembelajaran yang mudah di pahami. ga salah saya memilih aplikasi ini. pokonya kereen,5
"Makasih yaa.. Suka banget sama video pembelajarannya, mudah dipahami dan ada gambar-gambar jadi gak jenuh belajarnya😀",5
"Media pembelajaran terbaik di Indonesia . Isinya mudah dipahami,sangat jelas dan terperinci . Terimakasih RuangGuru",5
Ini kenapa ketika saya mau membuka roboguru tiba² keluar sendiri dari aplikasi? padahal selama ini tidak pernah ada kendala tetapi sekarang malah error! Tolong diperbaiki 🙏🏻🙏🏻🙏🏻,2
Kok berbayar sih ...jadinya cuman 4 soal yang Aku kerjain .karna harus bayar 🫠🫠 Mohon jangan bayar donk mhllll 😆😁😁,4
Aplikasi ruangguru ini emang bagus dulu nilai Bahasa Inggris dan Fisikaku 60-70 tapi setelah ikut ruangguru nilaiku udah naik jadi 80-90an kak ibuku juga senang sekali😍,5
"sangat membantu,vidio2 nyaa mudah dipahami,soal2 latihannya pun langsung masuk deh ke otakk Belajar nya kaya air mengalir aja gtuu,lancarr... Sukses buat ruangguru😍😍",5
"Fitur2nya lengkap, kita bisa mengakses berbagai soal di bank soal, banyak mata pelajaran yg bisa kita pilih dan kita juga bisa mengatur jadwal belajar kita pokoknya bagus bangeddddd👍👍👍👍👍👍",5
"terimah kasih ruang guru.karna app ini saya jadi giat belajar.awlnya sya tdk renking semenjak ada ruang guru sya mendapat kan renkin.nilai mtk sya waktu itu 75,67,70,dan 71,dan semenjak sya memakai app RUANG GURU nilai sya dlu tdk terbanding dengan skrg 98,95,88,96 terimah kasih *RUANG GURU*...I LOVE YOU",5
"dengan aplikasi RUANG GURU saya menjadi lebih mengerti. dari video beranimasi dan kuis-kuis lainnya. MTK saya dulu 75 50 65, Sekarang MTK ku naik nilainya 100. terima kasih RUANG GURU",5
Tolong aplikasi ini enggak usah make Data seluler.tolong developer tolong aplikasi biar offline aja. Dan soalnya biar Offline biar hemat kuota.kuota saya mau habis tolong ya,5
"Hallo semua 🙋🏼‍♀️ Saya suka belajar di Ruangguru. Penjelasan pada videonya singkat,padat dan jelas (mudah dipahami). Dengan video yang bisa dibuka secara gratis selama masa pandemi ini sangat membantu saya dalam belajar selama masih #dirumahaja. Terima kasih kakak-kakak Ruangguru 😊 tetap semangat semoga sehat selalu. Tuhan memberkati.",5
"Aplikasi yang keren bgt deh, nilaiku langsung naik drastis setelah ikutan bimbel di aplikasi ruang guru ini, misalnya kimia dari nilai 75, 77 naik jadi 94 keren bgt dehhh,,,,makasih ruang guru",5
"Ruangguru mantaps😃 Aku suka banget belajar pake Ruangguru,karena video belajarnya mudah di pahami dan rangkuman nya simple banget dan yg paling aku suka yaitu fitur ruangguru adventure bisa nambah semangat belajar tauuu🤩 Thank you ruangguru,telah membantu aku dalam belajar...nilai belajarku makin naik setelah belajar di ruangguru😃👍🏻 Oh iya kenalkan nama aku RISKA AYU WARDANI ( AYU ) aku berasal dari Sumbawa,Nusa tenggara barat.Aku juga tergabung dalam RGSquad BANUSRA 2A😃",5
"Dulunya saya ini belum dapat bimbel online di Indonesia jarang banget ya.maka dari situ, saya download app ruang guru yang sesuai dengan iklan di televisi.setelah itu, saya terkesan banget sama ruang guru squad.yang penting adalah pendidikan.go on my way!",5
Sangat membantu karena video mudah di pahami dan ada soal latihan untuk berlatij Terima kasih Ruang Guru...🤗🧡,5
Sengaja gua kasii star 3 karna.... percuma di update makin hari makin ribet....kok gak bisa sih..hapus pesan yang di obrolan kelas...nanti kalo murid salah kirim gimana..... Update lagi dong....bikin full memori aja....,3
"videonya bikin cepat mengerti,juga beranimasi. dan pembahasan soalnya bikin tambah paham.",5
"Selain belajar materi dari ruang guru, aku juga jadi bisa presentasi di depan kelas 😅, ikut gaya tutornya yang sip sip banget hehe",5
saya sangat senang dengan menggunaka aplikasi ruang guru dengan ini belajar saya tidak akan bosan lagi dan semangat terus ya untuk ruang guru semoga makin kedepan makin bagus,5
Sangat membantu.aku juga punya bagian yang paling kusukai yaitu ruang baca.terimakasih ruangguru.sukses selalu.,5
"Terimakasig ruangguru. pembelajarannya bagus, lengkap cukup mudah untuk dipahami paling top lah pokonya",5
"Alhamdulillah saya udh agak paham buat semester ini tdinya saya sering main game,tpi pas udah nyobain RUANG GURU saya lebih semangat bljr nya dan gk agak bsn Makasih ruang guru",5
"Wahhh aplikasi ny mantap,aku ajh baru pake aplikasi ini,udh bisa buka wawasan,apalagi ada video ny yg buat kita mkin gerti,semoga aplikasi ny mkin mantap dan bisa bnt q buat lnjt kuliah 👍👍",5
Hai. Saya Femmy Alvionisa. Aplikasi Ruangguru ini sangat bermanfaat sekali karena saya dengan mudah memahami materi dalam pelatihan prakerja saya dengan mengikuti beberapa pelatihan dan webinar selama 2 jam. Terimakasih. Sukses selalu Ruangguru❤,5
"Terimakis ruang guru, materi² yg di sampaikan ruang guru sangat mudah di pami dan di mengerti bagi saya, terimakais ruang sukses terus ruang guru!!",5
"Skill akademy by ruang guru sangat bermanfaat, mudah dipahami dalam penyampaiannya. Thankyou ruang guru",5
"sangat asik belajar online di ruang guru,di aplikasi ini juga banyak vidio2 yang menarik dan banyak latihan2 soal.nya",5
Aplikasinya bagus sangat membantu untuk belajar dan mudah memahami materinya.,5
", tadinya sebelum saya menggunakan aplikasi ruang guru nilai saya agak kurang bagus Dan mendapatkan peringkat 5 di kelas saya tetapi setelah saya mencoba Dan menggunakan aplikasi RUANG GURU nilai saya lama² naik Dan semakin lama semakin meningkat yg tadinya saya mendapatkan rangking 5 dikelas setelah saya menggunakan aplikasi RUANG GURU saya mendapatkan rangking 2 dikelas terimakasih RUANG GURU🙏❤😊",5
"Saran tambah materi kejuruan terutama elektronika /tav ,klo bisa scptnya krn untuk persiapan ujian nasional, krn beberapa materi spt mat kan agak beda ,tks",4
Sangat hebat mudah dimengerti aku suka dgn video nya sangat hebat deh aku juga langsung nge-share nih apk ruang guru dan semoga semua nilai² ku nanti bagus amiiin,5
kkk saya suka dengan ruang guru pelajaran diaplikasi ini sangat membantu untuk berfikir yg dipelajari sangat masuk ke otak,5
"Menurut saya, Ini aplikasi adalah Bimbel Terbaik Didunia Pendidikan , Tapi Yg Harus saya tanyakan 1.Apakah Wajib berlangganan setiap (seseorang) baru pertama kali Login ?, padahal mereka belum tentu bisa berlangganan dengan aplikasi ini, bukankah mereka harus mengetahui seperti apa fitur - fitur dari aplikasi tersebut, Makasih.. ,doa saya semoga Bimbel ini mencapai Rating tertinggi di Aplikasi Pendidikan",5
"Wahh,saya sudah beberapa bulan pakai ruang guru dan hasilnya pun sangat terlihat dengan Aplikasi ini kita bisa belajar dengan mudah dimanapun dan kapanpun kita mau, thanks for ruang guru",5
"ini bagus banget ini bikin orang indonesia semakin pintar , aplikasi ini juga menemani saya saat sendirian tapi tolong jangan di update aja ya karena memori saya kecil terima kasih ruang guru",5
Ini gmana ni downloadnya.. Udah bolak balik di download tpi tba di 97% slalu berhenti dan gk mau lanjut lgi. Pdahal jringan bagus..,1
"Harusnya sistem download di ruang guru diperbaiki,setiap saya download selalu saja bermasalah. Padahal WiFi udah lancar,hp mendukung. Masa unduhan selalu bermasalah?",3
Aplikasi Ruang Guru sangat membantu saya dalam belajar.. Alhamdulillah setelah menggunakan aplikasi RG nilai saya jadi lebih meningkat dari sebelumnya😇jangan lupa pake kode NHANANJXJUGU untuk mendapatkan diskon 35%,5
bangus banget aku bisa belajar dengan serius apalagi ada video animasinya loh keren gak bikin ngantuk terus kita lebih mudah mengerti the best deh apps ruang guru 👍👍👍,5
"Saya senang dengan aplikasi rangguru, karena video nya mudah dipahami dan gk bikin bosen.🤗👍",5
Allhamdulillah sangat terbantu sekali untuk proses belajar mengajar siswa di Ruang Kelas By Ruang Guru dengan fitur yang lebih mudah dan praktis.,5
"Aplikasi Ruangguru membantu banget buat aku mempertahankan juara 1 kelas dan juga juara umum, terima kasih Ruangguru sudah membuat belajar menjadi kegiatan yang menyenangkan",5
Seneng Banget!! Ada Video motivasi juga trus rangkuman rangkumanya bagus lengkap!! doain ya semoga aku bisa tembus ugm hehe!!,5
maaf ni kak...kok ruang guru ni aku baru mau masuk kesalahan jaringan mulu padahal 4G sinyal kok gak bisa masuk ya pencerahannya dongn,1
"Belajar di ruang guru sangat menyenangkan,yang tadinya aku belajar nya gak bisa santai,di ruang guru belajar ku bisa santai.guru pengajarnya juga menyenangkan.pokoknya makasih banget buat ruang guru.",5
"Dulu udah cukup nyaman pake ruang guru, tapi udah beberapa kali video yang udah di download buat di tonton offline malah harus di download lagi kalau gitu udah aja ga usah adain fitur offline malah buang buang kuota jadinya kecewa berat",3
Aplikasinya sangat membatu dan membuat saya rajin belajar. Semoga kedepannya penyimpanan video yang di download bisa dipindah ke eksternal,5
dengan belajar ruang guru saya menjadi paham... materi yg diajarkan mudah di cerna dan tidak sulit terima kasih ruang guru berkatmu aku jadi bisa memahami materi-materi pelajaran 😘😘😘,5
Apl ini berguna banget...Dispen aku udah dua bulan di semester 1 dan pastinya pelajaran ketinggalam banyal donk..Untung nya ada apl ini yg bantu aku memahami materi yg ktinggalan...thanks buat RG apl,4
"Aplikasi ini sangat berguna, karena materi yang tertera disana sangat lengkap. Sehingga pelajar lebih paham materi yang tadinya disekolah tidak mengerti.",5
Membantu sekali.. Gak bingung dan mudah di pahami. Makasih ruangguru udah nyedia in sekolah online dan yang pasti gratis karena dampak si virus jadi kami sangat memerlukan bantuan..,5
terimakasih ruang guru aplikasi ini sangat bermanfaat menambah ilmu pengetahuan tutornya sangat bagus dalam menyampaikan materi yang di ajarkan sukses ruang guru,5
"Aplikasi ini sangat membantu untuk belajar saya, aku masih kelas 9 tapi udah bisa pelajaran buat sma, makasih ruang guru",5
aplikasi ini sangat enjoy dan thank you untuk ruang guru karena sangat mudah di pahami dan beranimasi lagi semoga ruang guru lebih suksea dan maju kedepan YG BELUM DOWNLOAD SEKARANG,5
"Aplikasi belajar paling bagus, tapi seperti biasa, bonus lebih banyak dan kalau bisa diskon ditingkatkan. Terima Kasih 😊😊",5
Saya kasi bintang 5 karena apk ini bagus nilai saya bisa meningkat dulu nilai aii 70 60 semenjak belajar di apk ini nilai saya meningakt drastis dapat nilai 80 90 100 dan apk ini sangt penting bagi saya banyak ilmu yang saya dapat pokoknya belajar di ruang guru ga rugi banyak yg bilang kan kyk gini untuk apa pake ruang guru sedangkan google ada kalo bagi saya tetap ruang guru karena di google aja saya mencari jawabn apa yng muncul apa pokoknyaAii kaga nyesel Ruang guru THe best la😊😇🤗,5
"Aplikasi yang sangat bagus,bisa belajar kapan saja,dan bisa mendapatkan nilai yg memuaskan juga.",5
bagus sekarang nilai nilai ulangan juga makin meningkat.. tapi kadang keluar tiba tiba terus gimana ya:(,4
Ini gimanan si saya kan udah bayar yang 1 tahun kemarin pas di perbarui pas masuk lagi pelajarannya ada yang sebagian yang di kunci padahal saya cuma memperbarui..tolong dong min saya besok ujian🙏🙏,5
"Aplikasi menarik, kita yg sebelumnya bisa karena hafalan, lewat aplikasi ini bukan hanya hafal materi kita juga paham dan mampu menguasai materi terima kasih ruang guru",5
Aku kasih bintang lima karan aku udah dua kali download pokonya seru kita bisa jadi pintr dan kuta nggak bingung pokok nya aku suka banget sama ruang guru dari dulu aku pengen banget karna dulu belum punya HP sendir dulu aku sering nonton di TV atau di YouTube sekarang aku uda punya HP dan aku uda download lagi yang ke tiga kalinya senang banget bisa download lagi terus loading nya nggak lama 😍😍😍😍😍😘😘😘😘😘😘😘😉😉😉😊😊😊🙂☺️☺️☺️☺️😚😚😚😚🤩🤩🤩🤩🤩🤩🤗🤗🤗🤗🤗😍😍😘😘😘😘😍😍😍😊😊😍😍☺️,5
"Sangat medidik,belajar menjadi lebih asyik pokoknya The Best Deh Ruang Guru.Pertahankan terus dan ditingkatkan ya",5
"Apk nya bagus, cuma mbak² dan mas² RuangGuru nya yang kurang bagus dalam memberikan info terbaru seperti diskon, promo, dan lainnya. Saya sering di chat oleh kakak² dari RuangGuru, hal itu membuat saya kurang nyaman. Apalagi ketika saya sudah menolak tetapi tetap diajak. Tolong untuk kakak² RuangGuru terutama bagian marketing dan semacamnya, kami juga butuh privasi. Kalau memang kami tidak membalas chat tolong jangan di chat lagi, karena kami tidak tertarik akan apa yang diberikan.",2
Skill academy dan ruang guru sangat bagus recomend bgt buat pelatihan prakerja....saya juga ikut loh dipelatihan ini....makasih ruang guru...sukses selalu,5
"Penjelasan yang diberikan sangat jelas sehingga mudah dimengerti , disertai juga dengan animasi yang membuat lebih paham",5
"Alhamdulillah saya belajar di ruang guru menjadi lebih baik, awalnya saya ragu, setelah mencoba ruang guru nilai matematika saya menjadi lebih baik daripada sebelumnya yang kurang baik.... makasih Ruangguru......",5
Aplikasi ruangguru sangat bagus.......................................................buruan ikutan dan berlangganan Langsung.,5
"keren parah sih ruang guru,video pembahasan nya ringan dan mudah untuk di pahami,apalagi animasi gini jadi makin paham mantappp",5
"Hai, namaku Valentina Eustania. Aku sangat senang dengan adanya ruang guru. aku bener2 terbantu banget. dulu Fis,mat,dan biologiku sering banget remid. tp sejak aku bergabung dengan RG nilaiku sempurna banget!! aku baru gabung 1 bulan ini dan memang hasilnya kelihatan banget. Thanks Ruang Guru😁",5
"Terima kasih untuk ruang guru berkat ruang guru saya lebih tau pelajaran,sebelumnya saya tidak suka matematika tapi setalah saya pakai ruang guru saya jadi suka matematika TERIMA KASIH UNTUK RUANG GURU",5
"Seru banget aplkasinya.saya kasih bintang lima karena aplikasi ini mendukung banget,dan karana ada gambar animasinya",5
sukaaaa banget sih sama ruang guru. bisa bantu aku yang tadinya aku ga ngerti jadi ngerti. cuma setiap latihan topik kalo aku jawab A di pembahasan aku jadi jawab C itu kenapa ya :( jadi salah mulu :(,4
"Saya suka dengan aplikasi ini karena sangat membantu, tetapi jangan dipisah dong per materi gitu, trus pelajarannya ditambahin agamanya gitu. Thanks",4
"sangat ngebantu banget!!! soalnya pas belajar disekolah males atau bosen karna kya gtu aja tapi ini aku malah jdi inget lagi apa yang dijelasin di sekolah tadi, pokoknya sukses buat ruang guru",5
"Nilai ku jadi meningkat yg sebelumnya 40,50 bahkan sampai 60 tetapi karena aku slalu belajar ruang guru nilai ku menjadi meningkat seperti 90,80,100 terimakasih ruang guru☺️☺️",5
"Aplikasi belajar yg terbaik yg pernah saya pake , mantap bener aplikasi nya , nggak nyesel download RUANG GURU , gara gara belajar di RUANG GURU saya masuk universitas yg saya suka, TERIMA KASIH RUANG GURU",5
Setelah saya memakai ruang guru...nilai saya menigkat dan video yang singkat dapat dimengerti & banyak soal2 untuk menetahui apa kita sudah bisa apa blom Pokonya the best lah _ruang guru_🤩,5
Ruang guru adalah bimble onlai bajar yanGB paling bagus dan jug mudah dipahami dan aku/kami juga bisa lebih gampang memahami nya,5
